#{"t_start": 1679047616.014276, "env_id": null}
r,l,t
122.638228,100,51.865043
122.872194,100,51.882763
122.95145,100,51.900308
122.0342,100,51.917779
121.957853,100,51.935937
122.789926,100,51.953047
161.515905,100,51.971038
260.417511,100,51.990649
121.984144,100,52.008722
122.016642,100,52.026773
161.452467,100,52.04444
122.791609,100,52.061215
161.609323,100,52.078113
260.413665,100,52.499343
260.559986,100,52.516434
122.584332,100,52.533641
123.283668,100,52.550436
123.132218,100,52.571019
260.546857,100,52.587853
260.476769,100,52.604669
161.735638,100,52.622113
121.748316,100,52.638798
161.789159,100,52.657435
161.751488,100,52.674726
161.444452,100,52.691636
123.386224,100,52.709046
122.986623,100,52.727323
122.949044,100,52.747406
260.549228,100,52.764034
121.885461,100,52.781402
123.491284,100,52.799657
161.693213,100,52.817246
161.637667,100,52.833816
122.392497,100,52.851093
121.73493,100,53.280599
122.435123,100,53.29845
121.879743,100,53.31582
121.754281,100,53.334637
260.466446,100,53.351071
121.890049,100,53.367853
260.49442,100,53.384386
161.715742,100,53.401943
260.478604,100,53.418932
121.813941,100,53.435619
260.514157,100,53.452017
121.919252,100,53.469647
122.676444,100,53.487351
161.793585,100,53.506236
260.481865,100,53.522811
122.573795,100,53.539477
161.769382,100,53.555801
161.650964,100,53.573574
122.718491,100,53.591378
121.901543,100,53.608238
161.767605,100,54.012657
121.543278,100,54.029625
260.555569,100,54.046138
121.354757,100,54.064724
260.443244,100,54.080951
121.593087,100,54.098952
260.493477,100,54.11587
161.724896,100,54.133167
260.539566,100,54.149819
121.713392,100,54.166481
260.420377,100,54.182863
121.839467,100,54.199719
161.810629,100,54.21725
123.056634,100,54.236587
161.737902,100,54.253054
260.483243,100,54.269421
121.680576,100,54.286053
121.687144,100,54.303555
161.679828,100,54.320606
260.545576,100,54.337198
121.802235,100,54.353773
123.321869,100,54.76196
260.476769,100,54.778596
161.706198,100,54.797207
121.761116,100,54.813949
260.51662,100,54.831386
121.813821,100,54.848295
122.945765,100,54.865278
122.518966,100,54.882123
260.526874,100,54.898992
122.737025,100,54.915712
121.834546,100,54.932469
161.80717,100,54.949527
260.557671,100,54.968499
122.684409,100,54.985536
260.506057,100,55.002082
122.782811,100,55.018918
123.050128,100,55.035773
260.558104,100,55.052503
121.677852,100,55.069978
260.535582,100,55.086923
161.808068,100,55.494127
122.618062,100,55.51145
260.55928,100,55.531016
260.537825,100,55.547615
121.735234,100,55.564589
161.718433,100,55.581787
161.80914,100,55.598563
121.935044,100,55.616077
121.898721,100,55.63331
122.956197,100,55.650484
121.922582,100,55.668023
260.550264,100,55.685304
161.804504,100,55.704168
161.817014,100,55.721504
122.448383,100,55.738902
122.666545,100,55.756255
122.664424,100,55.773824
121.858622,100,55.790581
260.467155,100,55.807734
121.796881,100,55.825095
121.896726,100,55.841819
161.793749,100,56.253447
161.807629,100,56.271894
122.965123,100,56.288694
121.853979,100,56.306496
260.4087,100,56.323301
161.784659,100,56.340153
161.797569,100,56.357694
122.884488,100,56.375802
260.426532,100,56.392447
161.794981,100,56.408916
161.816044,100,56.425513
161.720158,100,56.444217
122.590972,100,56.461881
260.493332,100,56.478812
260.423745,100,56.496207
161.78441,100,56.514178
122.824892,100,56.531631
123.098406,100,56.549426
122.658643,100,56.566845
123.000068,100,56.583786
161.789875,100,56.991329
121.757554,100,57.010561
121.802959,100,57.027394
121.788374,100,57.045123
123.027573,100,57.062611
260.558436,100,57.079091
260.556795,100,57.095553
121.811162,100,57.112219
260.534889,100,57.128868
123.33767,100,57.145889
121.791645,100,57.163321
121.720965,100,57.182245
161.764467,100,57.199121
260.42337,100,57.215894
123.128467,100,57.233561
161.791414,100,57.2505
122.994175,100,57.267452
121.699042,100,57.284088
121.771672,100,57.300738
121.686169,100,57.317781
121.724367,100,57.336005
260.443523,100,57.75017
122.751159,100,57.766997
161.768178,100,57.785025
161.784662,100,57.802163
161.741608,100,57.818674
260.537825,100,57.835051
260.527257,100,57.851734
121.743155,100,57.868772
161.803068,100,57.886559
121.590894,100,57.904216
122.83273,100,57.923689
260.487785,100,57.940388
161.815311,100,57.957065
161.790198,100,57.974216
260.558901,100,57.991102
121.652036,100,58.008048
260.498068,100,58.02455
161.747365,100,58.04108
161.770665,100,58.057869
123.110281,100,58.075057
123.060432,100,58.484476
161.752034,100,58.501236
260.54299,100,58.519065
260.559718,100,58.535488
161.765256,100,58.552072
121.774016,100,58.569145
161.817384,100,58.585803
121.823234,100,58.604203
121.837076,100,58.621024
121.562719,100,58.638397
121.750558,100,58.657422
161.800741,100,58.674676
260.439643,100,58.6919
122.771204,100,58.708681
161.806976,100,58.726316
121.716215,100,58.743376
123.09343,100,58.760083
161.813708,100,58.776766
123.324878,100,58.79405
123.274117,100,58.811506
122.753239,100,58.830199
161.800911,100,59.249451
123.079426,100,59.267397
121.882832,100,59.284533
121.83451,100,59.302595
123.137099,100,59.319378
123.177846,100,59.336422
123.278694,100,59.353215
121.885633,100,59.370167
123.329388,100,59.386852
161.778517,100,59.406219
260.544329,100,59.422888
123.22316,100,59.439825
260.467788,100,59.457533
123.036199,100,59.475132
121.852303,100,59.491884
260.552996,100,59.510033
260.505012,100,59.527225
123.018968,100,59.544012
260.398148,100,59.56106
123.265189,100,59.58038
161.769292,100,60.004538
121.76827,100,60.022014
121.818558,100,60.038793
161.796735,100,60.055474
260.559507,100,60.072009
123.078225,100,60.088843
121.775463,100,60.105568
260.478451,100,60.122639
260.542019,100,60.139632
123.162723,100,60.159007
161.723732,100,60.175772
121.801709,100,60.192882
121.760466,100,60.210199
260.406497,100,60.227276
161.778143,100,60.243836
260.522856,100,60.260329
260.534889,100,60.276965
123.085365,100,60.294479
123.145192,100,60.311171
123.204345,100,60.330997
123.28495,100,60.348417
260.393791,100,60.768855
161.652596,100,60.785395
121.720702,100,60.802168
121.742432,100,60.81879
121.663706,100,60.835425
161.768851,100,60.852289
123.143267,100,60.869026
260.444818,100,60.885413
161.732169,100,60.904142
123.00294,100,60.920916
121.705229,100,60.937577
121.767782,100,60.954277
121.674379,100,60.972206
161.747372,100,60.988762
123.425144,100,61.007062
161.750367,100,61.023702
123.129589,100,61.041627
161.811969,100,61.05884
123.069707,100,61.07827
123.17559,100,61.094985
260.51662,100,61.510475
260.484333,100,61.527032
121.661854,100,61.543694
121.77688,100,61.560361
123.280605,100,61.578716
260.398901,100,61.595916
123.306343,100,61.612862
260.552996,100,61.629289
161.668912,100,61.64787
121.711164,100,61.665425
123.254577,100,61.683516
123.241498,100,61.701066
260.465172,100,61.718415
123.09726,100,61.735209
123.30934,100,61.751964
123.4033,100,61.769297
121.929343,100,61.786364
121.76995,100,61.803557
123.072147,100,61.822798
123.575047,100,61.840512
121.791965,100,61.858136
260.461192,100,62.264439
121.840142,100,62.281202
121.780502,100,62.297933
123.509666,100,62.314691
161.686984,100,62.331168
161.746433,100,62.348517
161.773136,100,62.366165
121.780618,100,62.384974
161.757144,100,62.401683
123.588245,100,62.418532
260.420459,100,62.435672
123.610751,100,62.452629
161.77258,100,62.46912
121.850516,100,62.487022
121.783639,100,62.504169
260.54299,100,62.520893
121.837354,100,62.537544
161.789116,100,62.556833
260.450403,100,62.574239
121.797758,100,62.591089
123.338226,100,62.995249
123.677028,100,63.012669
260.461192,100,63.030184
161.660383,100,63.047392
161.790861,100,63.064511
260.506897,100,63.081399
123.297754,100,63.099268
121.796227,100,63.118505
161.723081,100,63.135234
161.68016,100,63.151776
121.864973,100,63.16919
121.903678,100,63.186409
17.061065,18,63.189675
161.795721,100,63.207621
121.887296,100,63.225079
161.772402,100,63.242442
121.869528,100,63.259426
121.846841,100,63.277166
121.88671,100,63.296007
161.679506,100,63.313061
121.88051,100,63.330252
121.851038,100,63.741556
121.923052,100,63.759174
123.67047,100,63.777555
123.327227,100,63.794614
123.409236,100,63.812007
123.426016,100,63.829029
123.692005,100,63.846471
121.817386,100,63.86535
260.546656,100,63.881971
123.47468,100,63.899045
80.090651,69,63.911473
161.789634,100,63.928514
121.86793,100,63.945789
161.700687,100,63.962893
123.512414,100,63.981002
123.770297,100,63.999013
123.686237,100,64.016815
260.540471,100,64.035203
123.209216,100,64.053174
161.77213,100,64.069868
161.723114,100,64.086468
121.849453,100,64.496753
121.939028,100,64.515047
121.890356,100,64.532315
161.754151,100,64.54923
161.709873,100,64.56608
121.909629,100,64.583997
123.542136,100,64.603294
260.530531,100,64.620303
260.558522,100,64.637322
123.194923,100,64.655395
161.745474,100,64.672389
121.885593,100,64.689608
121.918317,100,64.707874
121.876916,100,64.725085
260.440045,100,64.742798
260.501955,100,64.759957
260.559748,100,64.778799
260.521369,100,64.79632
260.501955,100,64.812756
121.763957,100,64.829644
260.506897,100,64.84599
260.41978,100,65.25228
260.476769,100,65.269577
121.9764,100,65.286403
121.887818,100,65.303968
161.577253,100,65.321031
123.32726,100,65.339901
121.935533,100,65.356645
123.36867,100,65.373593
123.143228,100,65.390618
161.571818,100,65.407229
161.623594,100,65.424633
260.444818,100,65.441707
161.737058,100,65.459053
161.557919,100,65.476238
123.381211,100,65.494404
121.904619,100,65.514531
121.921581,100,65.531849
123.39137,100,65.54923
123.274263,100,65.566804
161.607375,100,65.58453
123.242915,100,65.992567
123.089385,100,66.00956
123.282857,100,66.026611
121.921802,100,66.044171
121.910665,100,66.062515
260.48693,100,66.080975
123.391261,100,66.097736
260.547954,100,66.1143
121.978722,100,66.131163
260.539054,100,66.147842
122.037182,100,66.164579
161.702831,100,66.182098
121.97657,100,66.199292
161.759639,100,66.216462
123.222789,100,66.233265
161.665464,100,66.256783
161.674149,100,66.274152
161.727113,100,66.290778
123.229407,100,66.308087
161.563979,100,66.324858
123.352642,100,66.341682
121.943345,100,66.745945
260.552787,100,66.763335
260.556899,100,66.780021
122.970331,100,66.796722
260.364324,100,66.815527
122.918224,100,66.832153
161.707956,100,66.84958
260.55673,100,66.866554
260.534679,100,66.883472
121.943219,100,66.900188
161.614355,100,66.918724
123.062943,100,66.935374
260.428538,100,66.952965
161.55976,100,66.970536
260.419388,100,66.989048
121.984629,100,67.005715
161.620115,100,67.023137
121.96338,100,67.040492
121.989942,100,67.057404
260.521327,100,67.073781
123.106966,100,67.474072
161.75238,100,67.491137
122.980474,100,67.508013
260.510738,100,67.526242
260.55665,100,67.544826
122.844695,100,67.561402
161.68549,100,67.578072
260.456018,100,67.594723
161.720846,100,67.6114
161.726607,100,67.628033
123.222093,100,67.644645
161.718321,100,67.661427
121.978538,100,67.678334
161.739579,100,67.695172
260.406431,100,67.713563
121.984216,100,67.731677
122.023628,100,67.749187
123.108671,100,67.765855
161.65411,100,67.7833
260.476845,100,67.800725
260.465179,100,67.817594
123.328477,100,68.223019
260.522221,100,68.240907
123.357567,100,68.258134
260.541377,100,68.27708
121.991893,100,68.293762
121.972476,100,68.311247
123.103105,100,68.327967
161.733679,100,68.344736
123.155218,100,68.361428
123.66351,100,68.378832
260.442066,100,68.395721
161.693946,100,68.413261
161.702625,100,68.430114
260.532773,100,68.448681
122.918611,100,68.466055
161.6971,100,68.483621
123.303239,100,68.50051
121.94656,100,68.517546
260.525724,100,68.534766
123.363635,100,68.552052
121.956811,100,68.957332
122.046784,100,68.975185
161.750739,100,68.991904
121.948331,100,69.0106
260.547991,100,69.027047
161.774075,100,69.044549
260.503872,100,69.06196
122.01827,100,69.07951
260.55232,100,69.096829
260.423471,100,69.11372
161.70793,100,69.130872
123.153431,100,69.148389
121.953958,100,69.165933
260.555328,100,69.184534
161.746549,100,69.201497
161.68785,100,69.21844
260.512144,100,69.234795
260.482755,100,69.251256
260.558344,100,69.26769
121.955798,100,69.285441
260.55256,100,69.301886
121.932414,100,69.703563
161.790982,100,69.720223
260.555008,100,69.741796
161.746666,100,69.758599
260.446043,100,69.775124
260.49467,100,69.791652
123.35067,100,69.808346
161.668342,100,69.825013
121.997875,100,69.841926
121.978787,100,69.858778
123.533748,100,69.875519
260.5546,100,69.893952
161.727255,100,69.915695
161.660528,100,69.933173
260.478047,100,69.950251
122.003191,100,69.967649
260.420789,100,69.984285
260.48963,100,70.001889
123.140438,100,70.0193
121.936112,100,70.036785
260.555946,100,70.43905
121.948982,100,70.4561
260.544297,100,70.477404
161.7606,100,70.494278
123.139038,100,70.511011
260.553622,100,70.527446
123.532868,100,70.544068
121.984373,100,70.560824
122.003532,100,70.577494
260.4617,100,70.593823
121.976959,100,70.610633
123.112679,100,70.628026
122.955568,100,70.647576
260.510759,100,70.664683
123.495627,100,70.681808
161.75712,100,70.698575
123.609588,100,70.71542
161.731359,100,70.732503
123.254454,100,70.749791
161.715563,100,70.767519
161.772345,100,71.172173
260.558174,100,71.18929
123.333146,100,71.208517
260.543312,100,71.226178
161.71213,100,71.243361
260.486954,100,71.259912
260.535758,100,71.276337
260.55654,100,71.292843
260.503302,100,71.309673
122.027448,100,71.327408
123.393944,100,71.344699
260.498861,100,71.361638
161.752191,100,71.383431
122.035532,100,71.400108
121.963879,100,71.4177
121.993299,100,71.435819
121.996617,100,71.453273
161.656277,100,71.470375
123.394938,100,71.489058
121.965126,100,71.507191
260.524504,100,71.524166
161.778844,100,71.928987
161.755047,100,71.94834
161.736101,100,71.965026
123.618734,100,71.982055
121.952779,100,71.999146
260.546909,100,72.016177
161.726503,100,72.032864
161.754976,100,72.049452
161.745881,100,72.065998
161.750402,100,72.082556
123.741068,100,72.100374
161.756675,100,72.12042
121.999752,100,72.137171
161.679697,100,72.154007
161.775433,100,72.171471
161.799688,100,72.188932
260.558167,100,72.205503
161.740918,100,72.222512
161.769334,100,72.239104
123.213965,100,72.255633
123.460736,100,72.660713
161.801475,100,72.679331
123.616238,100,72.696144
121.999691,100,72.712823
260.553599,100,72.729561
121.986586,100,72.746386
161.737663,100,72.763037
121.959067,100,72.780064
260.556465,100,72.797452
123.845944,100,72.81464
161.740268,100,72.832706
121.997085,100,72.851897
121.991916,100,72.868796
123.667021,100,72.885475
161.735489,100,72.902002
260.518649,100,72.919093
161.788496,100,72.935655
121.989161,100,72.952823
121.962792,100,72.970002
122.014017,100,72.98717
122.002082,100,73.004544
161.812429,100,73.412036
121.987572,100,73.428791
121.979508,100,73.445537
260.468684,100,73.462511
161.718745,100,73.479765
121.913245,100,73.496498
161.746048,100,73.513592
161.733071,100,73.530923
121.9986,100,73.548114
161.796712,100,73.565593
123.589934,100,73.5848
161.749109,100,73.602072
121.996297,100,73.619021
76.124484,66,73.630017
103.350114,88,73.644407
122.007269,100,73.661324
121.927471,100,73.678225
161.735523,100,73.69586
260.517487,100,73.713203
121.958614,100,73.730719
260.55407,100,73.747212
123.761898,100,74.151535
260.48296,100,74.169422
260.518513,100,74.1869
121.995524,100,74.203772
123.349949,100,74.220479
101.15408,86,74.234819
260.549128,100,74.251574
260.555554,100,74.267992
121.985573,100,74.284855
121.974603,100,74.301704
121.979402,100,74.320515
77.787012,67,74.33167
121.963146,100,74.348285
123.390484,100,74.364888
121.95885,100,74.381704
122.006402,100,74.39828
122.019861,100,74.415168
117.304508,99,74.431647
121.93247,100,74.448257
31.872086,30,74.453345
260.553494,100,74.469664
123.853967,100,74.488295
123.380682,100,74.896968
123.473732,100,74.913913
161.716131,100,74.931833
260.541089,100,74.948582
25.732011,25,74.952917
41.803809,38,74.959191
121.964388,100,74.976935
161.717835,100,74.994634
121.954491,100,75.011808
122.017531,100,75.029515
161.723488,100,75.048355
123.93764,100,75.065258
161.709606,100,75.082172
260.51434,100,75.098729
161.724027,100,75.115561
123.765908,100,75.132979
123.411158,100,75.150097
161.774511,100,75.166681
123.715686,100,75.184105
123.75386,100,75.201949
161.772778,100,75.221423
260.558548,100,75.656112
161.714504,100,75.672784
121.947314,100,75.689802
161.773171,100,75.706447
121.980001,100,75.72461
161.646042,100,75.741617
161.756051,100,75.758252
123.636682,100,75.77504
123.665409,100,75.792746
122.029284,100,75.811944
161.728272,100,75.829954
161.69289,100,75.847127
161.764711,100,75.864272
161.771536,100,75.880985
121.987183,100,75.898582
123.364187,100,75.915998
161.734046,100,75.933268
161.744298,100,75.950606
122.015662,100,75.96808
260.528313,100,75.98658
161.688417,100,76.004261
122.011285,100,76.417948
260.493989,100,76.434621
123.684713,100,76.452457
260.459851,100,76.469474
123.256938,100,76.486625
123.572091,100,76.50428
123.060497,100,76.521093
161.664535,100,76.539102
161.724646,100,76.558804
121.983254,100,76.577227
123.077222,100,76.594614
123.656448,100,76.612103
121.95899,100,76.629869
122.037049,100,76.647336
260.559006,100,76.663971
123.245303,100,76.68076
260.524166,100,76.698188
123.281726,100,76.71503
122.037987,100,76.734045
260.531675,100,76.75067
122.009923,100,77.173228
260.54325,100,77.189754
121.973704,100,77.206785
260.454117,100,77.223657
260.548438,100,77.240317
122.000231,100,77.257334
161.736585,100,77.274052
122.026122,100,77.290807
123.222636,100,77.31009
260.484173,100,77.32671
260.538895,100,77.343251
260.517913,100,77.361061
123.217469,100,77.37904
260.503953,100,77.397291
123.179022,100,77.414491
121.991003,100,77.43143
121.976722,100,77.449099
122.011841,100,77.466125
123.106735,100,77.485031
161.698485,100,77.502132
260.495048,100,77.519494
122.039161,100,77.938914
121.977377,100,77.95578
122.014216,100,77.972631
260.491895,100,77.989995
123.382135,100,78.007346
161.661245,100,78.024165
161.678432,100,78.041026
161.715466,100,78.060101
122.885951,100,78.078056
123.204293,100,78.094629
260.501015,100,78.112887
123.103062,100,78.130284
121.994557,100,78.147047
122.00725,100,78.165258
122.017291,100,78.182863
121.976901,100,78.199857
260.518325,100,78.21638
122.028129,100,78.237082
123.068459,100,78.253659
161.68066,100,78.270375
161.681205,100,78.680163
161.737825,100,78.696923
260.522102,100,78.713364
121.904931,100,78.730369
161.709273,100,78.747033
161.695662,100,78.764535
161.739887,100,78.782052
123.143212,100,78.801689
260.508122,100,78.818219
161.692795,100,78.835023
161.650446,100,78.851733
260.518582,100,78.869353
121.950653,100,78.886688
122.587501,100,78.903562
122.035259,100,78.920687
260.539895,100,78.937299
122.884005,100,78.955558
122.693263,100,78.974281
260.501744,100,78.990936
260.507519,100,79.007749
260.499688,100,79.024435
260.545555,100,79.430304
121.99295,100,79.448183
121.950604,100,79.465504
260.529698,100,79.482895
260.523496,100,79.500359
260.518187,100,79.517699
122.766193,100,79.53715
122.023733,100,79.554402
260.542292,100,79.571046
260.539309,100,79.58788
121.939924,100,79.604589
161.741892,100,79.621795
122.856854,100,79.638251
260.54945,100,79.655095
122.838121,100,79.673034
161.721935,100,79.690303
122.483557,100,79.708874
161.738098,100,79.726175
122.462434,100,79.743235
122.029263,100,79.760503
161.764209,100,80.171469
161.72737,100,80.189078
161.72502,100,80.20583
122.016156,100,80.222796
260.551846,100,80.239548
260.558785,100,80.256052
122.002442,100,80.274973
122.022184,100,80.292053
161.733027,100,80.308795
123.156843,100,80.325808
122.005544,100,80.34328
260.537405,100,80.359825
122.659434,100,80.376344
123.212077,100,80.392732
260.551998,100,80.410613
122.028779,100,80.428304
161.662716,100,80.447907
260.555921,100,80.464495
121.943252,100,80.481539
260.557433,100,80.498151
122.977992,100,80.514773
260.514159,100,80.925956
260.524899,100,80.942703
122.009895,100,80.960254
260.515228,100,80.977695
161.653811,100,80.99522
161.683214,100,81.014064
122.030782,100,81.031005
49.695254,45,81.038677
161.679391,100,81.055518
161.654501,100,81.072303
260.524553,100,81.089741
161.725807,100,81.10696
260.532148,100,81.123722
260.540453,100,81.140616
122.040105,100,81.158317
260.507174,100,81.175735
122.810975,100,81.194822
122.015164,100,81.212565
161.659108,100,81.229919
260.516686,100,81.247448
121.990663,100,81.264925
123.297329,100,81.669914
121.971114,100,81.687942
161.711796,100,81.705506
161.661744,100,81.72332
260.515958,100,81.740523
260.522839,100,81.760409
122.025637,100,81.777642
122.00153,100,81.794935
122.028541,100,81.811764
122.457158,100,81.828234
121.969132,100,81.844982
161.723418,100,81.863143
161.711739,100,81.87993
260.545461,100,81.896694
161.679776,100,81.913642
122.39254,100,81.933467
260.545807,100,81.950465
123.381954,100,81.967066
260.54182,100,81.983764
161.738252,100,82.000606
260.551921,100,82.408533
121.987292,100,82.426113
161.776921,100,82.443834
161.707771,100,82.461208
260.546169,100,82.477978
123.393872,100,82.497039
122.758855,100,82.514444
122.724964,100,82.531381
260.553217,100,82.548479
260.555121,100,82.565695
161.765808,100,82.582371
121.933766,100,82.599044
122.49652,100,82.615547
161.753735,100,82.632439
122.500106,100,82.649938
260.527769,100,82.669432
161.695039,100,82.687138
123.412749,100,82.704529
260.529587,100,82.722731
121.987705,100,82.740246
123.103512,100,82.757583
161.788416,100,83.167725
161.729343,100,83.18433
123.508321,100,83.200847
121.908886,100,83.217509
161.756102,100,83.23621
161.713765,100,83.253484
260.513217,100,83.271525
260.531565,100,83.288478
121.970861,100,83.305436
260.523707,100,83.322168
161.748201,100,83.338864
260.517766,100,83.355499
161.717189,100,83.37334
260.522382,100,83.390763
122.797541,100,83.409615
122.991315,100,83.426577
161.751595,100,83.444492
122.583538,100,83.460982
122.012845,100,83.477645
161.681428,100,83.494659
122.713617,100,83.902434
260.551731,100,83.920129
122.679144,100,83.937415
260.55031,100,83.955612
121.986506,100,83.974644
260.53527,100,83.991403
121.945007,100,84.008269
260.556657,100,84.025041
122.486198,100,84.041783
123.86671,100,84.05814
260.525649,100,84.074762
121.924404,100,84.092804
122.666585,100,84.109778
161.776229,100,84.127035
260.534561,100,84.147227
123.477096,100,84.163733
161.759097,100,84.181688
121.982038,100,84.199221
260.522398,100,84.216846
161.743067,100,84.2346
121.963007,100,84.251877
161.817933,100,84.661787
260.54997,100,84.678987
260.551401,100,84.696161
161.786677,100,84.716058
161.768127,100,84.734246
121.910047,100,84.751749
260.551114,100,84.768759
161.688046,100,84.786716
260.539755,100,84.804122
121.892846,100,84.821746
161.74839,100,84.838532
121.908992,100,84.855351
161.792115,100,84.872069
161.766581,100,84.891525
122.208913,100,84.907876
122.647504,100,84.925091
260.54956,100,84.942957
121.902198,100,84.960575
121.946383,100,84.977609
161.753979,100,84.994328
260.54294,100,85.40169
123.152306,100,85.418183
260.52993,100,85.435861
121.924838,100,85.455405
260.515098,100,85.472129
121.933974,100,85.489934
260.55185,100,85.506486
121.942484,100,85.525154
121.890091,100,85.542865
122.874073,100,85.5601
122.371128,100,85.576668
123.376569,100,85.594222
121.89682,100,85.61182
121.857863,100,85.631655
161.729087,100,85.649346
121.936627,100,85.666984
122.940165,100,85.684462
123.612325,100,85.701529
121.909699,100,85.718335
260.550103,100,85.735415
123.529156,100,85.751942
121.940505,100,86.159153
121.923662,100,86.176175
260.542566,100,86.196379
122.081079,100,86.213447
123.324047,100,86.229951
123.234618,100,86.247018
122.285807,100,86.264069
122.206957,100,86.281951
161.737964,100,86.299394
260.553017,100,86.316335
161.791144,100,86.333169
122.147,100,86.34992
121.961981,100,86.369494
161.778728,100,86.386812
161.708421,100,86.403538
121.954877,100,86.421234
121.9322,100,86.437643
161.779777,100,86.454291
161.772639,100,86.471166
121.964475,100,86.488205
122.019099,100,86.897682
123.053288,100,86.915407
161.795687,100,86.934941
161.70797,100,86.953094
122.896988,100,86.970471
122.011573,100,86.98873
121.967045,100,87.006002
122.888257,100,87.022872
121.941266,100,87.039795
260.550118,100,87.056544
122.006441,100,87.073334
122.668755,100,87.089876
123.517575,100,87.108604
122.002085,100,87.125691
121.980873,100,87.143443
123.284393,100,87.160816
260.551652,100,87.17816
122.793189,100,87.1958
161.742455,100,87.213172
122.016122,100,87.230157
121.981941,100,87.24689
122.00676,100,87.656292
161.76853,100,87.675121
123.316487,100,87.691672
123.68465,100,87.708083
161.692208,100,87.725045
260.552716,100,87.741739
123.880799,100,87.758308
161.754589,100,87.775125
161.697207,100,87.791946
161.668164,100,87.809875
161.77269,100,87.827452
161.711423,100,87.846609
121.981259,100,87.863758
161.700672,100,87.880525
161.765442,100,87.89775
260.549459,100,87.915242
260.538678,100,87.932076
121.969215,100,87.948868
122.04778,100,87.967154
161.778143,100,87.983886
161.655048,100,88.390978
123.568872,100,88.410069
47.198393,43,88.41761
71.656275,63,88.428139
260.51685,100,88.444781
108.276923,93,88.460546
123.731381,100,88.477031
122.472186,100,88.494581
52.14088,47,88.502914
161.654026,100,88.520317
122.243636,100,88.537612
260.553153,100,88.554274
41.127861,38,88.561833
260.55678,100,88.581351
260.542866,100,88.598049
260.548006,100,88.61531
115.596855,99,88.634119
111.931124,96,88.651039
260.528097,100,88.668023
123.132614,100,88.685009
66.76944,59,88.694955
161.707783,100,88.711595
260.550633,100,88.728238
39.933007,37,88.734614
122.314926,100,89.147838
161.735722,100,89.164571
161.727858,100,89.182117
161.754207,100,89.199172
109.49648,94,89.215648
260.544794,100,89.232456
121.944291,100,89.249256
260.558404,100,89.266666
260.539605,100,89.284061
161.697428,100,89.300947
122.004334,100,89.319883
260.547171,100,89.337285
161.757261,100,89.354956
260.550788,100,89.371768
122.025899,100,89.3893
122.037198,100,89.406186
161.724515,100,89.423038
121.905364,100,89.439778
122.564674,100,89.456913
260.555296,100,89.474872
121.98535,100,89.882426
122.431207,100,89.899514
161.750418,100,89.916149
123.359131,100,89.933568
161.796353,100,89.951082
123.419256,100,89.967632
161.813471,100,89.984161
122.019548,100,90.001133
161.789222,100,90.018926
161.781104,100,90.036384
122.308052,100,90.05564
260.551547,100,90.073006
123.204331,100,90.089882
161.781239,100,90.10796
260.541099,100,90.125034
123.244846,100,90.141571
121.966835,100,90.158226
121.974333,100,90.175743
121.952538,100,90.192984
121.858421,100,90.210963
122.407195,100,90.229544
121.850746,100,90.636411
161.788137,100,90.653055
122.817532,100,90.669704
161.738111,100,90.686494
260.558924,100,90.704288
121.932184,100,90.72191
121.950193,100,90.73921
161.775259,100,90.756804
260.5573,100,90.774601
121.970164,100,90.794007
260.540006,100,90.812315
260.547312,100,90.829178
161.816505,100,90.846564
121.945548,100,90.863886
260.52868,100,90.880484
121.883655,100,90.897602
246.121357,97,90.913639
161.794337,100,90.930079
123.740698,100,90.946878
260.536252,100,90.966756
260.553836,100,91.374174
123.136576,100,91.390909
260.504972,100,91.407557
161.777663,100,91.42571
161.808177,100,91.442403
122.572041,100,91.458957
260.525505,100,91.476258
123.011208,100,91.492797
161.802223,100,91.509669
161.702295,100,91.529704
161.733755,100,91.54707
121.946336,100,91.563843
260.521234,100,91.580609
161.807682,100,91.597721
121.932008,100,91.614932
121.985998,100,91.631731
121.906291,100,91.648368
121.87789,100,91.66508
161.768501,100,91.681612
121.926969,100,91.700472
260.529516,100,91.718154
121.892745,100,92.122652
123.591219,100,92.139747
122.749631,100,92.156366
260.518655,100,92.173223
121.878636,100,92.190054
121.919044,100,92.207032
123.724886,100,92.223791
121.85392,100,92.241089
121.892472,100,92.26075
260.513032,100,92.277313
260.507869,100,92.293899
260.519903,100,92.310503
123.412617,100,92.327137
122.711034,100,92.343819
260.542871,100,92.36049
121.913708,100,92.377365
123.092846,100,92.393811
122.970772,100,92.410839
260.545313,100,92.429872
121.905225,100,92.446878
161.809816,100,92.856955
121.817867,100,92.8745
122.629682,100,92.891753
122.853803,100,92.908979
123.92588,100,92.926226
260.540151,100,92.942973
122.682103,100,92.959648
260.552167,100,92.976849
123.381771,100,92.996451
123.153705,100,93.013865
121.793938,100,93.031352
121.905218,100,93.048264
260.541043,100,93.066205
122.795676,100,93.083298
121.864226,100,93.10035
28.194958,27,93.104956
161.809809,100,93.12142
260.545723,100,93.137924
121.824052,100,93.155499
121.851021,100,93.175098
260.529467,100,93.191818
121.862005,100,93.208914
161.761962,100,93.613611
121.832018,100,93.631519
260.518988,100,93.64949
260.556934,100,93.666908
123.567783,100,93.683558
161.792916,100,93.701066
161.815446,100,93.718558
123.164115,100,93.737576
161.784819,100,93.754325
161.782006,100,93.770852
260.55188,100,93.787879
260.554517,100,93.804617
161.815135,100,93.821368
161.77331,100,93.838136
123.002086,100,93.855458
